Rndrng_NPI,Tot_HCPCS_Cds,Tot_Benes,Tot_Srvcs,Tot_Sbmtd_Chrg,Tot_Mdcr_Alowd_Amt,Tot_Mdcr_Pymt_Amt,Bene_Avg_Age,Bene_Avg_Risk_Scre,pca_1,Tot_Risk,Tot_Mdcr_Pymt_Amt_current,current_year,Is_Covid,Cd_I,Cd_O,Type_PrimaryCare,Type_LabPathology,Type_Anesthesia,Type_OBGYN,Type_SurgeryOther,Type_CardioVascularSurgery,Type_APP,Type_Cardiology,Type_MedicalSpecialtyOther,Type_RehabTherapy,Type_FacilitySupplierProgram,Type_OncologyHeme,Type_RadiologyImaging,Type_AcuteCare,Type_BehavioralHealth,Type_VisionHearing,Type_PharmacyNutrition,Type_UnknownOther,Ind_Y,Ind_N,APP_Tot_Risk_2,APP_Tot_Risk_1,APP_Tot_Risk_0,PrimaryCare_Tot_Risk_0,PrimaryCare_Tot_Risk_2,PrimaryCare_Tot_Risk_1,MedicalSpecialtyOther_Tot_Risk_2,MedicalSpecialtyOther_Tot_Risk_0,MedicalSpecialtyOther_Tot_Risk_1,LabPathology_Tot_Risk_3,LabPathology_Tot_Risk_2,LabPathology_Tot_Risk_1,LabPathology_Tot_Risk_0,PharmacyNutrition_Tot_Risk_2,PharmacyNutrition_Tot_Risk_0,PharmacyNutrition_Tot_Risk_1,state_South,state_Midwest,state_Northeast,state_West,state_Territory,state_Military,state_Unknown,Log_Tot_HCPCS_Cds,Log_Tot_Benes,Log_Tot_Srvcs,Log_Tot_Sbmtd_Chrg,Log_Tot_Mdcr_Alowd_Amt,Log_Tot_Mdcr_Pymt_Amt,Log_Tot_Risk,Log_Tot_Mdcr_Pymt_Amt_current
1003000712,8,28,44.0,12489.0,2485.36,1981.44,67,5.3709,-0.2116087384454746,150.3852,2413.13,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0794415416798357,3.332204510175204,3.784189633918261,9.432603535863086,7.81817279725349,7.591579132081198,5.013200002418404,7.788679939018426
1003000720,36,41,436.0,106812.0,26283.77,20354.96,70,1.5604,-0.1605829935626802,63.9764,9610.01,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,3.713572066704308,6.077642243349034,11.578825558746932,10.176706917408785,9.921079895816012,4.158514265354672,9.170560542546523
1003000738,20,56,150.0,56122.0,7935.16,6111.97,70,0.722,-0.1940898062220321,40.432,5450.12,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.995732273553991,4.02535169073515,5.0106352940962555,10.935283171500128,8.97905879658835,8.718004422457348,3.6996215506458383,8.603392905763513
1003000753,18,20,62.0,8890.31,3967.56,2710.24,76,0.8424,-0.2109391839904025,16.848,3552.63,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.8903717578961645,2.995732273553991,4.127134385045092,9.092717198541154,8.28590657515956,7.904792470838071,2.82423195539162,8.175443453249638
1003000902,29,654,2668.0,303794.4,195659.22,152475.01,62,1.5665,0.0769769914006437,1024.491,118668.92,2014,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.367295829986474,6.483107351457199,7.889084407035514,12.624106435794191,12.184129751496268,11.934755992749176,6.931951182867308,11.684092709749818
1003000936,59,596,1063.0,188091.0,72514.88,55224.22,68,1.5433,-0.0884558949862562,919.8068,212420.26,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07753744390572,6.39024066706535,6.968850378341948,12.14468116725447,11.191547061162948,10.919156904150547,6.824163647989998,12.26632194986499
1003001017,28,322,8295.0,247650.0,218803.45,165561.26,73,1.5065,0.087444743473835,485.093,160316.95,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.332204510175204,5.7745515455444085,9.023408202624545,12.419771738016385,12.29592911723015,12.017096556367656,6.184340625132627,11.984908072246572
1003001041,31,76,77.0,93883.68,11830.09,9431.37,72,1.5475,-0.1798275164473048,117.61,8744.18,2014,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.4339872044851463,4.330733340286331,4.343805421853684,11.449811848174118,9.378401564720331,9.151796646093263,4.7673740658629455,9.076143615188869
1003001249,8,72,1233.0,88530.42,33868.23,26610.57,73,0.8776,-0.1571216420713198,63.1872,26055.17,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,4.276666119016055,7.117205503164344,11.391101500748364,10.430232685810326,10.18906378426092,4.146101748994939,10.167971491981405
1003001256,6,44,66.0,8372.0,4457.38,3156.43,66,1.464,-0.2105402601541302,64.416,10219.95,2014,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.791759469228055,3.784189633918261,4.189654742026425,9.03264808356589,8.402316428455123,8.057196921100509,4.165362049457381,9.23209697137782
1003001322,6,401,806.0,21716.91,21287.92,21287.92,75,0.7941,-0.1885836748709669,318.4341,21199.22,2014,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.791759469228055,5.993961427306569,6.692083742506628,9.98584649873385,9.965895054664744,9.965895054664744,5.763415546225597,9.961719667530415
1003001363,63,805,21683.0,3733504.46,1545238.54,1212768.83,69,1.8115,2.4623962433131084,1458.2575000000002,716528.08,2014,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.143134726391533,6.690842277418564,9.984283822364215,15.132857884046707,14.250688851218335,14.008416592682453,7.284997508771558,13.482172715991856
1003001371,19,140,9079.0,170987.5,86239.01,66986.2,58,1.7181,-0.0779620071659423,240.534,69027.87,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.9444389791664403,4.941642422609304,9.113719333371757,12.0493457333977,11.364877906485097,11.112241907009086,5.482861451695088,11.14226561507196
1003001462,36,203,4575.0,7267979.0,829772.76,661361.92,72,1.2533,2.6151196468194833,254.4199,265333.41,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,5.313205979041787,8.428361977709622,15.798988819115928,13.628907159154808,13.402056503031089,5.538986051677127,12.488742465103092
1003001587,12,42,58.0,34953.0,7233.96,5679.89,69,0.857,-0.2004626432145611,35.994,3570.79,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.4849066497880004,3.737669618283368,4.060443010546419,10.461759580888051,8.886541883052464,8.644687145330487,3.583352257899011,8.180542138808399
1003001645,15,160,403.0,133631.0,45806.87,35799.99,68,2.6721,-0.1321113096044542,427.536,52907.63,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.70805020110221,5.075173815233827,5.998936561946683,11.802837549096656,10.732189358853402,10.485702893059145,6.058038495357623,10.876302841850146
1003001785,95,231,1858.0,671573.2,145467.51,113934.38,68,1.4898,0.1194195254487619,344.1438,109712.38,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.553876891600541,5.442417710521793,7.527255919373784,13.417378298684127,11.887708041689685,11.643377947612183,5.841059593281832,11.605617493131971
1003001843,3,12,154.0,12330.0,9927.35,7321.88,68,1.0781,-0.2035047011148516,12.9372,8264.35,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,2.4849066497880004,5.0369526024136295,9.41979059615839,9.20304885334706,8.898622404581117,2.5601068823509356,9.019706362274372
1003001884,48,125,751.0,66493.0,44157.04,35008.64,71,0.9845,-0.1516945597336414,123.0625,34647.27,2014,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.871201010907891,4.8283137373023015,6.621405651764134,11.104851957945495,10.695507649718929,10.463350167150196,4.812692356399344,10.452974213635333
1003001967,31,35,76.0,343008.68,43974.34,35062.25,73,0.9117,-0.0786765981011918,31.9095,25405.04,2014,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.4339872044851463,3.5553480614894135,4.330733340286331,12.74551103195033,10.691361560965555,10.464880332114856,3.4629037710981336,10.142702858519804
1003002049,15,138,566.0,123561.0,48187.4,36516.32,71,1.4722,-0.1321719499079863,203.1636,33912.46,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.70805020110221,4.927253685157205,6.338594078203183,11.724490240233823,10.782852855076554,10.505514562928424,5.314011565799674,10.43153777746041
1003002254,10,190,412.0,10106.94,9404.52,9404.52,70,0.8223,-0.2046656393339335,156.237,9496.1,2014,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,5.247024072160486,6.021023349349527,9.220977595577374,9.1489457037501,9.1489457037501,5.0513740851551985,9.158636466983843
1003002312,43,458,31064.0,2038787.0,1036561.3,809360.08,73,1.2638,1.456848495731673,578.8204000000001,945239.43,2014,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.7612001156935624,6.126869184114185,10.343804871411503,14.52786558112791,13.851419350450245,13.603999189723298,6.360992239471403,13.759193539463734
1003002379,9,36,122.0,29104.0,11915.6,9297.49,64,3.1839,-0.196886777518056,114.6204,71326.03,2014,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1972245773362196,3.58351893845611,4.804021044733257,10.278630900757904,9.38560374495823,9.137499750240702,4.741625798909859,11.175016616916793
1003002486,2,23,156.0,4760.5,4452.08,2678.61,68,0.8884,-0.2115023423768235,20.4332,3727.01,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,3.1354942159291497,5.049856007249537,8.468107983725746,8.401126681685918,7.893053282239564,3.0171610289672848,8.223361582598814
1003002502,9,86,618.0,25664.0,16016.42,12517.83,69,1.2392,-0.1933088144854575,106.5712,1547.94,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,4.454347296253507,6.42648845745769,10.152844510666242,9.681369724987388,9.43490930694827,4.668813306374029,7.344680293708574
1003002627,53,226,1803.0,164680.0,69784.53,55048.12,69,0.8763,-0.0976435307409152,198.0438,69194.95,2014,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.970291913552122,5.420534999272286,7.497207223203318,12.01175947588384,11.153167630948364,10.91596299079565,5.2884882183519535,11.144683162064206
1003002643,18,116,283.0,53167.0,16034.46,12343.92,69,1.3379,-0.1860066117087587,155.1964,21266.26,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.8903717578961645,4.7535901911063645,5.645446897643238,10.88119318211175,9.682495435227173,9.420918913140596,5.044691411603801,9.964877058224886
1003002742,84,164,6782.0,1222777.0,345064.06,275267.49,65,1.225,0.4838535466163978,200.9,150126.29,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.430816798843313,5.099866427824199,8.822027322685583,14.016635059531763,12.751485359936304,12.525498594800537,5.302807271820889,11.919232152184668
1003002783,101,1683,2349.0,436431.0,100951.13,78167.63,72,2.1551,0.0084283203008176,3627.0333,100878.75,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.61512051684126,7.428333194190806,7.761744984658913,12.986385566165154,11.522391817338564,11.266610902218238,8.196170320382196,11.521674579602475
